insert_time;insert_comparations;insert_modifications;search_time;search_comparations;search_modifications;delete_time;delete_comparations;delete_modifications
0,287598583;514962;239082;0,10417802;745843;315197;0,075697426;664644;269013;
0,07551573;514962;239082;0,046978303;745843;315197;0,09135361;664644;269013;
0,076988479;514962;239082;0,080796875;745843;315197;0,041096019;664644;269013;
0,059085277;514962;239082;0,036599887;745843;315197;0,034733962;664644;269013;
0,032256115;514962;239082;0,037756408;745843;315197;0,022249647;664644;269013;
0,021351632;514962;239082;0,018321167;745843;315197;0,017981245;664644;269013;
0,026824859;514962;239082;0,01970769;745843;315197;0,022917289;664644;269013;
0,041704468;514962;239082;0,05579643;745843;315197;0,034712917;664644;269013;
0,034684331;514962;239082;0,018472251;745843;315197;0,022313324;664644;269013;
0,022490104;514962;239082;0,036163139;745843;315197;0,023729374;664644;269013;
