insert_time;insert_comparations;insert_modifications;search_time;search_comparations;search_modifications;delete_time;delete_comparations;delete_modifications
0.101585444;10819227;3162069;0.052632995;5596510;0;0.057549364;9707207;2751943;
0.119553126;10727247;3138849;0.044840066;5612234;0;0.079188231;9858747;2752563;
0.098180499;10847804;3149094;0.046484025;5671822;0;0.077287395;9782009;2748380;
0.116724255;10773699;3139208;0.047330726;5616932;0;0.079304675;9799466;2753353;
0.117674234;10769946;3160121;0.045052765;5571488;0;0.075084041;9721965;2752329;
0.117151116;10809218;3159630;0.046006841;5714451;0;0.078590216;9860319;2753215;
0.100553837;10764455;3159213;0.044437196;5564652;0;0.076222728;9775841;2753015;
0.111694368;10760682;3144362;0.075890953;5504748;0;0.246902986;9722145;2755284;
0.216565095;10790557;3165527;0.087618382;5612521;0;0.083162813;9735147;2754834;
0.095570178;10750458;3120194;0.044733863;5670441;0;0.08656571;9826548;2755610;
0.096286392;10788512;3143628;0.044731522;5570131;0;0.074566482;9827363;2752709;
0.096908399;10739334;3147658;0.044339477;5472908;0;0.076234432;9741233;2755074;
0.097059658;10768072;3137535;0.045472605;5738330;0;0.076551579;9876664;2754085;
0.094791645;10771178;3145827;0.04493603;5562729;0;0.075144896;9795119;2752343;
0.092669918;10771417;3133192;0.045022338;5516540;0;0.076911149;9732882;2749555;
0.096793126;10770809;3150880;0.046011521;5556453;0;0.076262226;9805710;2753757;
0.092877351;10758036;3147609;0.046067695;5586958;0;0.078319588;9804767;2755144;
0.112474948;10783544;3139418;0.044920231;5584388;0;0.075932498;9807817;2754892;
0.097032742;10793114;3163865;0.044973186;5552424;0;0.074853202;9754728;2754090;
0.099225857;10788720;3156545;0.044613031;5652416;0;0.071087517;9740725;2749196;
0.098474826;10763741;3143320;0.046497775;5573463;0;0.077322212;9814630;2750958;
0.114553083;10740520;3141690;0.046876948;5620857;0;0.079347683;9793504;2754711;
0.096446721;10855232;3155124;0.045731531;5658054;0;0.075815469;9794072;2754571;
0.093621652;10824393;3158383;0.046069743;5865306;0;0.076187327;9887014;2748691;
