n;select - comparations;select - swaps;select - time;select - comparations/n;select - swaps/n;insert - comparations;insert - swaps;insert - time;insert - comparations/n;insert - swaps/n;heap - comparations;heap - swaps;heap - time;heap - comparations/n;heap - swaps/n;quick - comparations;quick - swaps;quick - time;quick - comparations/n;quick - swaps/n;mquick - comparations;mquick - swaps;mquick - time;mquick - comparations/n;mquick - swaps/n
2600;3378700;2500;7438017;1299;0;1696397;1696397;3655557;652;652;57056;27200;235543;21;10;46194;6872;210898;17;2;35664;15142;197147;13;5
2700;3643600;2600;8014949;1349;0;1823432;1823432;3928451;675;675;59552;28398;245940;22;10;48827;7154;221221;18;2;37412;15704;205629;13;5
2800;3918600;2700;8630502;1399;0;1956263;1956263;4222471;698;698;62056;29599;257333;22;10;50627;7453;230241;18;2;38755;16367;210793;13;5
2900;4203500;2800;9248765;1449;0;2103394;2103394;4500937;725;725;64575;30808;267074;22;10;52099;7783;239474;17;2;40290;16960;218193;13;5
3000;4498500;2900;9898794;1499;0;2254744;2254744;4822403;751;751;67130;32041;275269;22;10;54494;8076;246318;18;2;41768;17572;227124;13;5
3100;4803400;3000;10595179;1549;0;2401561;2401561;5189331;774;774;69636;33239;287988;22;10;56681;8371;256472;18;2;43568;18241;236313;14;5
3200;5118400;3100;11262910;1599;0;2561093;2561093;5470764;800;800;72172;34462;295264;22;10;58449;8678;263507;18;2;45138;18813;243885;14;5
3300;5443300;3200;12000977;1649;0;2725447;2725447;5904302;825;825;74715;35688;309479;22;10;60323;8996;275502;18;2;46657;19462;254281;14;5
3400;5778300;3300;12730544;1699;0;2894349;2894349;6184905;851;851;77254;36900;316758;22;10;62726;9296;282682;18;2;48470;20106;259966;14;5
3500;6123200;3400;13464630;1749;0;3059421;3059421;6539225;874;874;79799;38127;326172;22;10;64605;9613;290949;18;2;49652;20756;268674;14;5
3600;6478200;3500;14252949;1799;0;3246998;3246998;6931694;901;901;82357;39353;338148;22;10;66580;9932;300100;18;2;51293;21364;276818;14;5
3700;6843100;3600;15064667;1849;0;3428472;3428472;7388212;926;926;84906;40581;349228;22;10;68956;10229;309720;18;2;53005;21982;287051;14;5
3800;7218100;3700;15880819;1899;0;3619422;3619422;7737380;952;952;87481;41812;357817;23;11;71021;10542;317888;18;2;54847;22573;294043;14;5
3900;7603000;3800;16721081;1949;0;3799930;3799930;8133379;974;974;90024;43035;368262;23;11;72853;10848;325753;18;2;56109;23243;302143;14;5
4000;7998000;3900;17595003;1999;0;4003749;4003749;8543963;1000;1000;92582;44264;378607;23;11;75071;11174;336203;18;2;57530;23895;310854;14;5
4100;8402900;4000;18492474;2049;0;4212979;4212979;8976469;1027;1027;95165;45507;390058;23;11;77116;11491;345724;18;2;59570;24516;319306;14;5
4200;8817900;4100;19437158;2099;0;4413624;4413624;9456364;1050;1050;97795;46774;402259;23;11;79786;11788;357348;18;2;61312;25132;329598;14;5
4300;9242800;4200;20353783;2149;0;4626647;4626647;9921024;1075;1075;100458;48055;411617;23;11;81150;12134;366170;18;2;63029;25793;339720;14;5
4400;9677800;4300;21350434;2199;0;4839137;4839137;10337825;1099;1099;103111;49327;421496;23;11;83869;12423;374366;19;2;64388;26447;345926;14;6
4500;10122700;4400;22292248;2249;0;5071447;5071447;10836623;1126;1126;105790;50617;433146;23;11;86319;12734;384007;19;2;65889;27062;355420;14;6
4600;10577700;4500;23282239;2299;0;5299023;5299023;11310033;1151;1151;108432;51892;442852;23;11;87957;13068;392120;19;2;67669;27636;363238;14;6
4700;11042600;4600;24312154;2349;0;5531942;5531942;11779462;1177;1177;111124;53189;453633;23;11;90227;13388;401276;19;2;69773;28334;371593;14;6
4800;11517600;4700;25368844;2399;0;5761575;5761575;12272337;1200;1200;113786;54462;461955;23;11;92179;13725;408672;19;2;70861;28971;380205;14;6
4900;12002500;4800;26443176;2449;0;6004219;6004219;12836331;1225;1225;116460;55754;477922;23;11;94289;14037;420974;19;2;72817;29598;392465;14;6
5000;12497500;4900;27528446;2499;0;6257501;6257501;13337520;1251;1251;119168;57061;484233;23;11;96700;14356;429155;19;2;74399;30254;398572;14;6
5100;13002400;5000;28666450;2549;0;6519142;6519142;13971357;1278;1278;121862;58352;504314;23;11;99264;14665;442630;19;2;76022;30865;413990;14;6
5200;13517400;5100;29761423;2599;0;6768506;6768506;14432191;1301;1301;124545;59644;504210;23;11;101258;14974;446652;19;2;77803;31511;414579;14;6
5300;14042300;5200;30933447;2649;0;7024021;7024021;14952113;1325;1325;127265;60956;516643;24;11;103450;15301;456332;19;2;79468;32205;425374;14;6
5400;14577300;5300;32100550;2699;0;7302989;7302989;15539094;1352;1352;129971;62259;526177;24;11;104697;15655;464348;19;2;81315;32823;433321;15;6
5500;15122200;5400;33318002;2749;0;7570686;7570686;16149458;1376;1376;132673;63561;538685;24;11;106827;15978;475556;19;2;82717;33451;442728;15;6
5600;15677200;5500;34550936;2799;0;7849904;7849904;16718809;1401;1401;135375;64868;547397;24;11;109386;16285;483947;19;2;84408;34141;450913;15;6
5700;16242100;5600;35774824;2849;0;8134743;8134743;17384653;1427;1427;138116;66182;558071;24;11;111829;16619;492206;19;2;86265;34712;460398;15;6
5800;16817100;5700;37017291;2899;0;8417417;8417417;17918064;1451;1451;140806;67478;569635;24;11;114058;16919;500896;19;2;87835;35374;468036;15;6
5900;17402000;5800;38280688;2949;0;8700637;8700637;18501365;1474;1474;143531;68791;579048;24;11;116165;17268;512257;19;2;89359;36033;477938;15;6
6000;17997000;5900;39584431;2999;0;9022007;9022007;19181064;1503;1503;146279;70117;590175;24;11;118698;17583;520302;19;2;91370;36636;486178;15;6
6100;18601900;6000;40952255;3049;0;9305105;9305105;19803067;1525;1525;148988;71417;602620;24;11;120966;17913;530690;19;2;93011;37322;495124;15;6
6200;19216900;6100;42342371;3099;0;9618006;9618006;20532649;1551;1551;151714;72736;615912;24;11;122647;18252;540993;19;2;94927;37947;506413;15;6
6300;19841800;6200;43692383;3149;0;9927649;9927649;21155849;1575;1575;154438;74042;623761;24;11;124530;18587;547993;19;2;96315;38590;517391;15;6
6400;20476800;6300;45131288;3199;0;10248870;10248870;21845663;1601;1601;157181;75370;636974;24;11;127417;18884;561758;19;2;97830;39276;526174;15;6
6500;21121700;6400;46532463;3249;0;10556287;10556287;22473418;1624;1624;159918;76686;649615;24;11;129974;19219;568424;19;2;100063;39904;532548;15;6
6600;21776700;6500;47946100;3299;0;10906593;10906593;23241308;1652;1652;162681;78016;656331;24;11;131759;19557;576829;19;2;101932;40506;541813;15;6
6700;22441600;6600;49497793;3349;0;11224701;11224701;23933706;1675;1675;165393;79320;671185;24;11;133750;19901;589951;19;2;103259;41195;552133;15;6
6800;23116600;6700;51056960;3399;0;11562931;11562931;24728661;1700;1700;168147;80646;680132;24;11;136070;20231;598584;20;2;105278;41859;561235;15;6
6900;23801500;6800;52464559;3449;0;11899279;11899279;25367130;1724;1724;170894;81968;688840;24;11;138801;20549;607451;20;2;106434;42457;568024;15;6
7000;24496500;6900;54072717;3499;0;12255862;12255862;26093098;1750;1750;173650;83299;704188;24;11;141041;20887;618040;20;2;108491;43121;579745;15;6
7100;25201400;7000;55501202;3549;0;12599432;12599432;26801977;1774;1774;176393;84617;712859;24;11;142326;21244;624116;20;2;110047;43802;584000;15;6
7200;25916400;7100;57132625;3599;0;12949479;12949479;27551072;1798;1798;179119;85934;722058;24;11;145363;21529;634540;20;2;111871;44430;597431;15;6
7300;26641300;7200;58770476;3649;0;13319618;13319618;28441413;1824;1824;181899;87271;740197;24;11;147291;21881;647751;20;2;113558;45065;610817;15;6
7400;27376300;7300;60288506;3699;0;13706633;13706633;29156187;1852;1852;184654;88602;743283;24;11;150238;22197;652080;20;2;115299;45824;613325;15;6
7500;28121200;7400;61967344;3749;0;14073585;14073585;30028969;1876;1876;187397;89921;754833;24;11;151741;22541;664960;20;3;117170;46382;623383;15;6
7600;28876200;7500;63632364;3799;0;14445557;14445557;30795511;1900;1900;190169;91261;767790;25;12;154893;22887;672868;20;3;118920;47063;633443;15;6
7700;29641100;7600;65294492;3849;0;14835589;14835589;31729970;1926;1926;192937;92591;784048;25;12;157484;23175;685812;20;3;121124;47724;643370;15;6
7800;30416100;7700;67071349;3899;0;15204937;15204937;32379482;1949;1949;195670;93908;792654;25;12;158024;23549;689920;20;3;122024;48327;652387;15;6
7900;31201000;7800;68724774;3949;0;15620064;15620064;33325667;1977;1977;198453;95253;803681;25;12;161089;23887;702091;20;3;124427;49000;660820;15;6
8000;31996000;7900;70520916;3999;0;16005347;16005347;34099445;2000;2000;201199;96573;813074;25;12;163259;24244;714777;20;3;126044;49659;689674;15;6
8100;32800900;8000;72227667;4049;0;16396917;16396917;34920225;2024;2024;203998;97918;824620;25;12;164930;24587;721205;20;3;127444;50341;681865;15;6
8200;33615900;8100;75823380;4099;0;16814293;16814293;37924639;2050;2050;206735;99243;886044;25;12;168291;24908;768426;20;3;128525;51037;730019;15;6
8300;34440800;8200;77248697;4149;0;17219756;17219756;37776602;2074;2074;209554;100604;878125;25;12;170557;25239;762963;20;3;131109;51609;728411;15;6
8400;35275800;8300;79098928;4199;0;17634933;17634933;38521094;2099;2099;212455;101999;883129;25;12;171494;25604;767951;20;3;133078;52339;727543;15;6
8500;36120700;8400;80754656;4249;0;18082128;18082128;39677386;2127;2127;215305;103381;892226;25;12;173889;25968;779684;20;3;134230;53033;738182;15;6
8600;36975700;8500;82534457;4299;0;18503220;18503220;40465556;2151;2151;218126;104740;889733;25;12;177221;26249;775150;20;3;135971;53586;741588;15;6
8700;37840600;8600;84046857;4349;0;18952075;18952075;41393837;2178;2178;220999;106126;913023;25;12;178292;26636;797021;20;3;138038;54230;750258;15;6
8800;38715600;8700;85335259;4399;0;19340001;19340001;41116590;2197;2197;223796;107471;907012;25;12;181177;26940;788991;20;3;139853;54927;743571;15;6
8900;39600500;8800;87299249;4449;0;19794213;19794213;42074923;2224;2224;226698;108874;914095;25;12;183566;27295;800467;20;3;141573;55604;758115;15;6
9000;40495500;8900;89161764;4499;0;20265136;20265136;43090183;2251;2251;229588;110267;927619;25;12;186135;27622;805715;20;3;142876;56254;758453;15;6
9100;41400400;9000;91213757;4549;0;20679033;20679033;43982635;2272;2272;232409;111630;939964;25;12;188060;27958;815269;20;3;144743;56918;771959;15;6
9200;42315400;9100;93290558;4599;0;21162428;21162428;45009932;2300;2300;235319;113037;994359;25;12;191225;28297;828313;20;3;147241;57535;780821;16;6
9300;43240300;9200;95516886;4649;0;21635369;21635369;46052279;2326;2326;238199;114425;964400;25;12;194148;28643;844600;20;3;148965;58226;794791;16;6
9400;44175300;9300;97331880;4699;0;22112337;22112337;46970339;2352;2352;241066;115813;973195;25;12;196096;28952;845586;20;3;150976;58847;797072;16;6
9500;45120200;9400;99413469;4749;0;22582625;22582625;47937878;2377;2377;243942;117199;980841;25;12;197263;29324;851293;20;3;152032;59599;801675;16;6
9600;46075200;9500;101462040;4799;0;23050518;23050518;49018465;2401;2401;246819;118586;995347;25;12;199721;29660;863385;20;3;154766;60262;818229;16;6
9700;47040100;9600;103650477;4849;0;23524056;23524056;49981372;2425;2425;249689;119971;1010803;25;12;201315;30044;881926;20;3;155832;60934;828212;16;6
9800;48015100;9700;105804086;4899;0;24026670;24026670;51105136;2451;2451;252596;121377;1019318;25;12;203764;30390;884856;20;3;157451;61583;835635;16;6
9900;49000000;9800;107938386;4949;0;24513957;24513957;52051879;2476;2476;255444;122748;1030596;25;12;206647;30719;894128;20;3;159947;62146;843151;16;6
10000;49995000;9900;110291795;4999;0;25023700;25023700;53197166;2502;2502;258359;124150;1040196;25;12;208711;31025;906414;20;3;161272;62914;855762;16;6
