n;select - comparations;select - swaps;select - time;select - comparations/n;select - swaps/n;insert - comparations;insert - swaps;insert - time;insert - comparations/n;insert - swaps/n;heap - comparations;heap - swaps;heap - time;heap - comparations/n;heap - swaps/n;quick - comparations;quick - swaps;quick - time;quick - comparations/n;quick - swaps/n;mquick - comparations;mquick - swaps;mquick - time;mquick - comparations/n;mquick - swaps/n
4100;8402950;4090;19002842;2049;0;4200486;4200486;6557930;1024;1024;95180;45538;344909;23;11;77980;11498;296487;19;2;60184;24585;272672;14;5
4200;8817900;4190;19943516;2099;0;4437913;4437913;6903104;1056;1056;97810;46803;350204;23;11;78699;11807;301872;18;2;60543;25171;279109;14;5
4300;9242850;4287;20852334;2149;0;4637896;4637896;7311650;1078;1078;100471;48083;360677;23;11;81070;12170;310414;18;2;63898;25925;285398;14;6
4400;9677800;4386;22078998;2199;0;4817613;4817613;7615487;1094;1094;103167;49383;373493;23;11;83481;12459;318401;18;2;64862;26261;292890;14;5
4500;10122750;4487;23408910;2249;0;5064380;5064380;8059172;1125;1125;105827;50661;399471;23;11;88528;12744;342830;19;2;66187;27070;372352;14;6
4600;10577700;4588;24338380;2299;0;5294271;5294271;8569798;1150;1150;108455;51926;391456;23;11;88507;13113;341485;19;2;67954;27706;325540;14;6
4700;11042650;4688;25247927;2349;0;5524859;5524859;8681937;1175;1175;111175;53235;398946;23;11;91202;13401;340080;19;2;69433;28240;329490;14;6
4800;11517600;4789;26397355;2399;0;5761014;5761014;9083699;1200;1200;113785;54491;404944;23;11;93077;13713;350438;19;2;70467;28954;338237;14;6
4900;12002550;4887;27404738;2449;0;6050036;6050036;9564715;1234;1234;116570;55833;419396;23;11;94449;14070;361554;19;2;73738;29518;336892;15;6
5000;12497500;4988;28363027;2499;0;6253696;6253696;9824988;1250;1250;119200;57096;431539;23;11;97095;14401;371970;19;2;74119;30217;347688;14;6
5100;13002450;5086;29483428;2549;0;6523854;6523854;10222855;1279;1279;121886;58390;439791;23;11;98364;14733;376799;19;2;74537;31045;352721;14;6
5200;13517400;5190;30611029;2599;0;6747301;6747301;10571893;1297;1297;124569;59682;442305;23;11;99609;15038;380134;19;2;77934;31601;359420;14;6
5300;14042350;5287;31801677;2649;0;7061243;7061243;11060343;1332;1332;127400;61047;449999;24;11;104382;15331;392071;19;2;79759;32157;370861;15;6
5400;14577300;5386;33429605;2699;0;7306138;7306138;11535419;1352;1352;130000;62299;472438;24;11;104955;15698;404270;19;2;81121;32806;385282;15;6
5500;15122250;5486;34276950;2749;0;7550240;7550240;11853562;1372;1372;132723;63609;486717;24;11;105329;16024;413048;19;2;82355;33493;387622;14;6
5600;15677200;5587;35656512;2799;0;7817166;7817166;12224074;1395;1395;135436;64915;480397;24;11;110541;16295;430631;19;2;84791;34144;388969;15;6
5700;16242150;5687;36736452;2849;0;8105527;8105527;12675219;1422;1422;138113;66204;491486;24;11;111853;16637;429139;19;2;85772;34843;395642;15;6
5800;16817100;5787;38098140;2899;0;8434797;8434797;13145763;1454;1454;140854;67524;501814;24;11;113677;16987;431568;19;2;87379;35363;400466;15;6
5900;17402050;5887;39420653;2949;0;8676095;8676095;13626750;1470;1470;143528;68812;508164;24;11;115072;17333;437683;19;2;88043;36087;411380;14;6
6000;17997000;5985;40738423;2999;0;9003733;9003733;14119646;1500;1500;146332;70163;520831;24;11;118660;17659;446313;19;2;91297;36763;420332;15;6
6100;18601950;6087;42031559;3049;0;9338735;9338735;14554582;1530;1530;149028;71461;540258;24;11;123170;17881;456437;20;2;93855;37276;425161;15;6
6200;19216900;6186;43534529;3099;0;9579267;9579267;14982907;1545;1545;151738;72766;539586;24;11;123686;18230;467642;19;2;95236;37873;436980;15;6
6300;19841850;6285;44822194;3149;0;9883893;9883893;15443180;1568;1568;154434;74065;549679;24;11;122966;18642;470948;19;2;96289;38681;448919;15;6
6400;20476800;6386;46431924;3199;0;10273150;10273150;16011678;1605;1605;157240;75417;559508;24;11;126765;19000;483061;19;2;98567;39332;453950;15;6
6500;21121750;6487;47719765;3249;0;10564956;10564956;16436227;1625;1625;159970;76733;564425;24;11;130169;19178;483090;20;2;101167;39856;452455;15;6
6600;21776700;6588;49886638;3299;0;10957301;10957301;17284394;1660;1660;162713;78053;582594;24;11;130646;19660;498480;19;2;101981;40642;467553;15;6
6700;22441650;6687;50909382;3349;0;11215389;11215389;17517046;1673;1673;165446;79370;585841;24;11;132066;20037;505822;19;2;101669;41299;483088;15;6
6800;23116600;6788;52356148;3399;0;11598283;11598283;18116700;1705;1705;168205;80700;619223;24;11;137912;20236;511849;20;2;105251;41893;486015;15;6
6900;23801550;6887;53697413;3449;0;11893444;11893444;18519688;1723;1723;170947;82021;608633;24;11;139866;20479;511821;20;2;106747;42566;491429;15;6
7000;24496500;6988;55478881;3499;0;12238694;12238694;19117032;1748;1748;173703;83349;616211;24;11;139055;20944;523289;19;2;108129;43240;497718;15;6
7100;25201450;7087;57148764;3549;0;12640183;12640183;19737548;1780;1780;176474;84684;630955;24;11;143775;21182;529258;20;2;110533;43944;504507;15;6
7200;25916400;7187;58603633;3599;0;12999227;12999227;20245627;1805;1805;179213;86004;636396;24;11;143711;21689;544355;19;3;111758;44580;519018;15;6
7300;26641350;7286;60178049;3649;0;13286007;13286007;20721817;1820;1820;181957;87326;650267;24;11;148671;21909;557550;20;3;112705;45211;534523;15;6
7400;27376300;7385;62027423;3699;0;13688317;13688317;21363336;1849;1849;184737;88666;656264;24;11;150239;22308;564454;20;3;114469;45862;524225;15;6
7500;28121250;7486;63853948;3749;0;14053230;14053230;21969136;1873;1873;187434;89964;667791;24;11;151635;22590;569748;20;3;117060;46426;540434;15;6
7600;28876200;7586;65235500;3799;0;14457389;14457389;22531489;1902;1902;190182;91288;681454;25;12;152485;23013;574313;20;3;118015;47114;543886;15;6
7700;29641150;7684;66929606;3849;0;14824500;14824500;23100159;1925;1925;192976;92635;688037;25;12;159479;23222;585400;20;3;120232;47874;552546;15;6
7800;30416100;7788;68748144;3899;0;15209589;15209589;23767135;1949;1949;195741;93969;700705;25;12;162029;23508;601699;20;3;122643;48311;570570;15;6
7900;31201050;7887;70599594;3949;0;15639012;15639012;24297655;1979;1979;198548;95322;709803;25;12;159002;23967;605033;20;3;123868;48944;565623;15;6
8000;31996000;7989;72265937;3999;0;16056842;16056842;25085464;2007;2007;201331;96662;729844;25;12;163578;24236;629433;20;3;126039;49721;601669;15;6
8100;32800950;8085;74184327;4049;0;16385086;16385086;25586345;2022;2022;203954;97923;728968;25;12;162731;24663;629345;20;3;127092;50596;588884;15;6
8200;33615900;8184;76257052;4099;0;16850176;16850176;26443056;2054;2054;206842;99319;729463;25;12;168193;24984;630164;20;3;129308;51163;586600;15;6
8300;34440850;8286;77918536;4149;0;17245288;17245288;26949847;2077;2077;209622;100660;743450;25;12;168783;25330;629404;20;3;131112;51832;594969;15;6
8400;35275800;8387;79791317;4199;0;17660541;17660541;27574926;2102;2102;212403;101999;764865;25;12;175041;25587;637744;20;3;133028;52340;603131;15;6
8500;36120750;8485;81615851;4249;0;18118985;18118985;28249274;2131;2131;215287;103391;775105;25;12;176198;25947;662347;20;3;134264;53119;605355;15;6
8600;36975700;8586;83698611;4299;0;18541802;18541802;28996472;2156;2156;218185;104790;780723;25;12;173027;26401;665918;20;3;136875;53615;616326;15;6
8700;37840650;8686;85858520;4349;0;18927360;18927360;29604058;2175;2175;221002;106147;793625;25;12;179107;26615;664834;20;3;139477;54232;618257;16;6
8800;38715600;8787;87509353;4399;0;19374952;19374952;30227701;2201;2201;223982;107590;793917;25;12;181882;26955;674870;20;3;140417;54943;638970;15;6
8900;39600550;8887;90094719;4449;0;19758579;19758579;31117322;2220;2220;226657;108876;816680;25;12;183201;27291;682770;20;3;141471;55524;646959;15;6
9000;40495500;8985;91527385;4499;0;20157800;20157800;31526368;2239;2239;229596;110295;819810;25;12;186129;27670;696608;20;3;143990;56186;643858;15;6
9100;41400450;9083;93880246;4549;0;20728923;20728923;32423743;2277;2277;232490;111692;826832;25;12;188310;27988;699652;20;3;145799;56963;643653;16;6
9200;42315400;9184;95701856;4599;0;21128461;21128461;33069974;2296;2296;235261;113026;864867;25;12;192132;28295;711414;20;3;147972;57455;656586;16;6
9300;43240350;9286;97727855;4649;0;21652444;21652444;33810532;2328;2328;238250;114472;839764;25;12;194491;28685;717205;20;3;147602;58549;673818;15;6
9400;44175300;9386;99938704;4699;0;22167244;22167244;34643223;2358;2358;241154;115874;863901;25;12;193217;29085;718052;20;3;150901;58900;677913;16;6
9500;45120250;9485;102373190;4749;0;22707122;22707122;35427134;2390;2390;244055;117275;862994;25;12;196340;29426;731190;20;3;152937;59688;686689;16;6
9600;46075200;9584;104352000;4799;0;23043363;23043363;35982556;2400;2400;246900;118648;880753;25;12;201257;29674;755738;20;3;153911;60317;702840;16;6
9700;47040150;9689;106433118;4849;0;23502513;23502513;36718868;2422;2422;249720;120008;892602;25;12;200946;30090;757522;20;3;155344;60957;694765;16;6
9800;48015100;9788;108586415;4899;0;24097168;24097168;37549539;2458;2458;252676;121436;901906;25;12;203229;30379;755766;20;3;156420;61682;706235;15;6
9900;49000050;9884;111144632;4949;0;24595752;24595752;38409844;2484;2484;255522;122809;899975;25;12;207145;30769;770920;20;3;158999;62290;719985;16;6
10000;49995000;9983;113135670;4999;0;24994696;24994696;39579662;2499;2499;258463;124230;923117;25;12;206652;31257;778148;20;3;162597;62979;723057;16;6
